"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"606","GO:0043067","regulation of programmed cell death",923,30,20.21,"0.01902"
"607","GO:0003344","pericardium morphogenesis",10,2,0.22,"0.01914"
"608","GO:0006700","C21-steroid hormone biosynthetic process",10,2,0.22,"0.01914"
"609","GO:0010894","negative regulation of steroid biosynthetic process",10,2,0.22,"0.01914"
"610","GO:0046640","regulation of alpha-beta T cell proliferation",10,2,0.22,"0.01914"
"611","GO:0050955","thermoception",10,2,0.22,"0.01914"
"612","GO:0050966","detection of mechanical stimulus involved in sensory perception of pain",10,2,0.22,"0.01914"
"613","GO:0051957","positive regulation of amino acid transport",10,2,0.22,"0.01914"
"614","GO:0060033","anatomical structure regression",10,2,0.22,"0.01914"
"615","GO:0006911","phagocytosis, engulfment",47,4,1.03,"0.01918"
"616","GO:0032094","response to food",47,4,1.03,"0.01918"
"617","GO:0032233","positive regulation of actin filament bundle assembly",47,4,1.03,"0.01918"
"618","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",153,8,3.35,"0.01935"
"619","GO:0048705","skeletal system morphogenesis",183,9,4.01,"0.01941"
"620","GO:0045766","positive regulation of angiogenesis",71,5,1.55,"0.01953"
"621","GO:0048546","digestive tract morphogenesis",71,5,1.55,"0.01953"
"622","GO:0060343","trabecula formation",71,5,1.55,"0.01953"
"623","GO:1905477","positive regulation of protein localization to membrane",97,6,2.12,"0.01963"
"624","GO:0007219","Notch signaling pathway",184,9,4.03,"0.02004"
"625","GO:0033688","regulation of osteoblast proliferation",48,4,1.05,"0.02057"
"626","GO:0048806","genitalia development",48,4,1.05,"0.02057"
"627","GO:0060066","oviduct development",48,4,1.05,"0.02057"
"628","GO:0051130","positive regulation of cellular component organization",929,30,20.34,"0.02059"
"629","GO:0014841","skeletal muscle satellite cell proliferation",27,3,0.59,"0.02060"
"630","GO:0019228","neuronal action potential",27,3,0.59,"0.02060"
"631","GO:0048542","lymph gland development",27,3,0.59,"0.02060"
"632","GO:0060711","labyrinthine layer development",27,3,0.59,"0.02060"
"633","GO:0097150","neuronal stem cell population maintenance",27,3,0.59,"0.02060"
"634","GO:0051707","response to other organism",1122,35,24.56,"0.02060"
"635","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",381,15,8.34,"0.02070"
"636","GO:0048563","post-embryonic animal organ morphogenesis",155,8,3.39,"0.02074"
"637","GO:0043207","response to external biotic stimulus",1123,35,24.58,"0.02085"
"638","GO:0060993","kidney morphogenesis",99,6,2.17,"0.02148"
"639","GO:0001754","eye photoreceptor cell differentiation",127,7,2.78,"0.02160"
"640","GO:0072028","nephron morphogenesis",73,5,1.6,"0.02176"
"641","GO:0002164","larval development",100,6,2.19,"0.02245"
"642","GO:1990138","neuron projection extension",188,9,4.12,"0.02267"
"643","GO:0007386","compartment pattern specification",28,3,0.61,"0.02270"
"644","GO:0032703","negative regulation of interleukin-2 production",28,3,0.61,"0.02270"
"645","GO:0035218","leg disc development",28,3,0.61,"0.02270"
"646","GO:0045610","regulation of hemocyte differentiation",28,3,0.61,"0.02270"
"647","GO:1904018","positive regulation of vasculature development",74,5,1.62,"0.02294"
"648","GO:0007509","mesoderm migration involved in gastrulation",11,2,0.24,"0.02305"
"649","GO:0036037","CD8-positive, alpha-beta T cell activation",11,2,0.24,"0.02305"
"650","GO:0045605","negative regulation of epidermal cell differentiation",11,2,0.24,"0.02305"
"651","GO:0045683","negative regulation of epidermis development",11,2,0.24,"0.02305"
"652","GO:0050968","detection of chemical stimulus involved in sensory perception of pain",11,2,0.24,"0.02305"
"653","GO:0070278","extracellular matrix constituent secretion",11,2,0.24,"0.02305"
"654","GO:1903028","positive regulation of opsonization",11,2,0.24,"0.02305"
"655","GO:1903431","positive regulation of cell maturation",11,2,0.24,"0.02305"
"656","GO:1904028","positive regulation of collagen fibril organization",11,2,0.24,"0.02305"
"657","GO:0008306","associative learning",101,6,2.21,"0.02345"
"658","GO:0010562","positive regulation of phosphorus metabolic process",459,17,10.05,"0.02433"
"659","GO:0045937","positive regulation of phosphate metabolic process",459,17,10.05,"0.02433"
"660","GO:0150115","cell-substrate junction organization",102,6,2.23,"0.02447"
"661","GO:0007600","sensory perception",321,13,7.03,"0.02463"
"662","GO:0007610","behavior",568,20,12.43,"0.02483"
"663","GO:0019229","regulation of vasoconstriction",255,11,5.58,"0.02490"
"664","GO:0097746","blood vessel diameter maintenance",288,12,6.3,"0.02492"
"665","GO:0003209","cardiac atrium morphogenesis",29,3,0.63,"0.02492"
"666","GO:0030857","negative regulation of epithelial cell differentiation",29,3,0.63,"0.02492"
"667","GO:0048528","post-embryonic root development",29,3,0.63,"0.02492"
"668","GO:0048670","regulation of collateral sprouting",29,3,0.63,"0.02492"
"669","GO:1903055","positive regulation of extracellular matrix organization",29,3,0.63,"0.02492"
"670","GO:0006357","regulation of transcription by RNA polymerase II",1217,37,26.64,"0.02493"
"671","GO:0007601","visual perception",131,7,2.87,"0.02508"
"672","GO:0033687","osteoblast proliferation",51,4,1.12,"0.02512"
"673","GO:0060976","coronary vasculature development",51,4,1.12,"0.02512"
"674","GO:0043542","endothelial cell migration",161,8,3.52,"0.02535"
"675","GO:0042327","positive regulation of phosphorylation",426,16,9.33,"0.02539"
"676","GO:0002062","chondrocyte differentiation",76,5,1.66,"0.02540"
"677","GO:0030514","negative regulation of BMP signaling pathway",76,5,1.66,"0.02540"
"678","GO:0045778","positive regulation of ossification",76,5,1.66,"0.02540"
"679","GO:0050766","positive regulation of phagocytosis",76,5,1.66,"0.02540"
"680","GO:0051453","regulation of intracellular pH",76,5,1.66,"0.02540"
"681","GO:0061180","mammary gland epithelium development",76,5,1.66,"0.02540"
"682","GO:0050764","regulation of phagocytosis",103,6,2.25,"0.02553"
"683","GO:0048014","Tie signaling pathway",224,10,4.9,"0.02579"
"684","GO:0030178","negative regulation of Wnt signaling pathway",132,7,2.89,"0.02601"
"685","GO:0021700","developmental maturation",290,12,6.35,"0.02611"
"686","GO:0035296","regulation of tube diameter",290,12,6.35,"0.02611"
"687","GO:0042592","homeostatic process",1261,38,27.61,"0.02617"
"688","GO:0035148","tube formation",162,8,3.55,"0.02618"
"689","GO:0055123","digestive system development",162,8,3.55,"0.02618"
"690","GO:0001649","osteoblast differentiation",193,9,4.23,"0.02630"
"691","GO:0010572","positive regulation of platelet activation",193,9,4.23,"0.02630"
"692","GO:0006885","regulation of pH",77,5,1.69,"0.02670"
"693","GO:0030500","regulation of bone mineralization",77,5,1.69,"0.02670"
"694","GO:0030641","regulation of cellular pH",77,5,1.69,"0.02670"
"695","GO:0014013","regulation of gliogenesis",52,4,1.14,"0.02676"
"696","GO:0043266","regulation of potassium ion transport",52,4,1.14,"0.02676"
"697","GO:0060444","branching involved in mammary gland duct morphogenesis",52,4,1.14,"0.02676"
"698","GO:0003272","endocardial cushion formation",30,3,0.66,"0.02725"
"699","GO:0086001","cardiac muscle cell action potential",30,3,0.66,"0.02725"
"700","GO:0007525","somatic muscle development",12,2,0.26,"0.02727"
"701","GO:0010922","positive regulation of phosphatase activity",12,2,0.26,"0.02727"
"702","GO:0042661","regulation of mesodermal cell fate specification",12,2,0.26,"0.02727"
"703","GO:0046633","alpha-beta T cell proliferation",12,2,0.26,"0.02727"
"704","GO:0048103","somatic stem cell division",12,2,0.26,"0.02727"
"705","GO:0048711","positive regulation of astrocyte differentiation",12,2,0.26,"0.02727"
"706","GO:0060438","trachea development",12,2,0.26,"0.02727"
"707","GO:0060512","prostate gland morphogenesis",12,2,0.26,"0.02727"
"708","GO:0060740","prostate gland epithelium morphogenesis",12,2,0.26,"0.02727"
"709","GO:0060742","epithelial cell differentiation involved in prostate gland development",12,2,0.26,"0.02727"
"710","GO:0090030","regulation of steroid hormone biosynthetic process",12,2,0.26,"0.02727"
"711","GO:0098814","spontaneous synaptic transmission",12,2,0.26,"0.02727"
"712","GO:0098883","synapse pruning",12,2,0.26,"0.02727"
"713","GO:1905770","regulation of mesodermal cell differentiation",12,2,0.26,"0.02727"
"714","GO:1905806","regulation of synapse pruning",12,2,0.26,"0.02727"
"715","GO:2000826","regulation of heart morphogenesis",12,2,0.26,"0.02727"
"716","GO:0001934","positive regulation of protein phosphorylation",395,15,8.65,"0.02745"
"717","GO:0051235","maintenance of location",326,13,7.14,"0.02748"
"718","GO:0009607","response to biotic stimulus",1147,35,25.11,"0.02753"
"719","GO:0007565","female pregnancy",164,8,3.59,"0.02790"
"720","GO:0003231","cardiac ventricle development",78,5,1.71,"0.02804"
"721","GO:0060419","heart growth",78,5,1.71,"0.02804"
"722","GO:0071805","potassium ion transmembrane transport",78,5,1.71,"0.02804"
"723","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin",260,11,5.69,"0.02817"
"724","GO:0006939","smooth muscle contraction",53,4,1.16,"0.02846"
"725","GO:0007391","dorsal closure",53,4,1.16,"0.02846"
"726","GO:0010611","regulation of cardiac muscle hypertrophy",53,4,1.16,"0.02846"
"727","GO:0014743","regulation of muscle hypertrophy",53,4,1.16,"0.02846"
"728","GO:0007444","imaginal disc development",135,7,2.96,"0.02894"
"729","GO:0030902","hindbrain development",135,7,2.96,"0.02894"
"730","GO:0000165","MAPK cascade",541,19,11.84,"0.02896"
"731","GO:0034220","monoatomic ion transmembrane transport",541,19,11.84,"0.02896"
"732","GO:0030038","contractile actin filament bundle assembly",79,5,1.73,"0.02942"
"733","GO:0043149","stress fiber assembly",79,5,1.73,"0.02942"
"734","GO:0001667","ameboidal-type cell migration",434,16,9.5,"0.02947"
"735","GO:0060348","bone development",197,9,4.31,"0.02948"
"736","GO:0001655","urogenital system development",31,3,0.68,"0.02970"
"737","GO:0042554","superoxide anion generation",31,3,0.68,"0.02970"
"738","GO:0046621","negative regulation of organ growth",31,3,0.68,"0.02970"
"739","GO:0048265","response to pain",31,3,0.68,"0.02970"
"740","GO:0090696","post-embryonic plant organ development",31,3,0.68,"0.02970"
"741","GO:1902895","positive regulation of miRNA transcription",31,3,0.68,"0.02970"
"742","GO:1905314","semi-lunar valve development",31,3,0.68,"0.02970"
"743","GO:0010977","negative regulation of neuron projection development",136,7,2.98,"0.02996"
"744","GO:0048859","formation of anatomical boundary",54,4,1.18,"0.03023"
"745","GO:1901701","cellular response to oxygen-containing compound",883,28,19.33,"0.03056"
"746","GO:0032944","regulation of mononuclear cell proliferation",80,5,1.75,"0.03084"
"747","GO:0050670","regulation of lymphocyte proliferation",80,5,1.75,"0.03084"
"748","GO:0046578","regulation of Ras protein signal transduction",168,8,3.68,"0.03157"
"749","GO:0003128","heart field specification",13,2,0.28,"0.03177"
"750","GO:0003162","atrioventricular node development",13,2,0.28,"0.03177"
"751","GO:0007427","epithelial cell migration, open tracheal system",13,2,0.28,"0.03177"
"752","GO:0007432","salivary gland boundary specification",13,2,0.28,"0.03177"
"753","GO:0021516","dorsal spinal cord development",13,2,0.28,"0.03177"
"754","GO:0040028","regulation of vulval development",13,2,0.28,"0.03177"
"755","GO:0043152","induction of bacterial agglutination",13,2,0.28,"0.03177"
"756","GO:0045581","negative regulation of T cell differentiation",13,2,0.28,"0.03177"
"757","GO:0045686","negative regulation of glial cell differentiation",13,2,0.28,"0.03177"
"758","GO:0048570","notochord morphogenesis",13,2,0.28,"0.03177"
"759","GO:1904026","regulation of collagen fibril organization",13,2,0.28,"0.03177"
"760","GO:2000352","negative regulation of endothelial cell apoptotic process",13,2,0.28,"0.03177"
"761","GO:0002762","negative regulation of myeloid leukocyte differentiation",55,4,1.2,"0.03206"
"762","GO:0099024","plasma membrane invagination",55,4,1.2,"0.03206"
"763","GO:0050953","sensory perception of light stimulus",138,7,3.02,"0.03208"
"764","GO:0000296","spermine transport",32,3,0.7,"0.03225"
"765","GO:0003203","endocardial cushion morphogenesis",32,3,0.7,"0.03225"
"766","GO:0003298","physiological muscle hypertrophy",32,3,0.7,"0.03225"
"767","GO:0003301","physiological cardiac muscle hypertrophy",32,3,0.7,"0.03225"
"768","GO:0010762","regulation of fibroblast migration",32,3,0.7,"0.03225"
"769","GO:0014856","skeletal muscle cell proliferation",32,3,0.7,"0.03225"
"770","GO:0035166","post-embryonic hemopoiesis",32,3,0.7,"0.03225"
"771","GO:0045604","regulation of epidermal cell differentiation",32,3,0.7,"0.03225"
"772","GO:0060571","morphogenesis of an epithelial fold",32,3,0.7,"0.03225"
"773","GO:0061049","cell growth involved in cardiac muscle cell development",32,3,0.7,"0.03225"
"774","GO:0072002","Malpighian tubule development",32,3,0.7,"0.03225"
"775","GO:1901861","regulation of muscle tissue development",32,3,0.7,"0.03225"
"776","GO:0046330","positive regulation of JNK cascade",81,5,1.77,"0.03230"
"777","GO:1903076","regulation of protein localization to plasma membrane",109,6,2.39,"0.03249"
"778","GO:0030278","regulation of ossification",110,6,2.41,"0.03376"
"779","GO:0032147","activation of protein kinase activity",110,6,2.41,"0.03376"
"780","GO:0001942","hair follicle development",56,4,1.23,"0.03395"
"781","GO:0021675","nerve development",56,4,1.23,"0.03395"
"782","GO:0032098","regulation of appetite",56,4,1.23,"0.03395"
"783","GO:0032104","regulation of response to extracellular stimulus",56,4,1.23,"0.03395"
"784","GO:0032107","regulation of response to nutrient levels",56,4,1.23,"0.03395"
"785","GO:0036035","osteoclast development",56,4,1.23,"0.03395"
"786","GO:0098751","bone cell development",56,4,1.23,"0.03395"
"787","GO:0099172","presynapse organization",56,4,1.23,"0.03395"
"788","GO:1903078","positive regulation of protein localization to plasma membrane",56,4,1.23,"0.03395"
"789","GO:0002250","adaptive immune response",443,16,9.7,"0.03462"
"790","GO:0010631","epithelial cell migration",303,12,6.63,"0.03490"
"791","GO:0003197","endocardial cushion development",33,3,0.72,"0.03492"
"792","GO:0007440","foregut morphogenesis",33,3,0.72,"0.03492"
"793","GO:0033628","regulation of cell adhesion mediated by integrin",33,3,0.72,"0.03492"
"794","GO:0051955","regulation of amino acid transport",33,3,0.72,"0.03492"
"795","GO:0034764","positive regulation of transmembrane transport",111,6,2.43,"0.03506"
"796","GO:0060840","artery development",83,5,1.82,"0.03536"
"797","GO:0046530","photoreceptor cell differentiation",141,7,3.09,"0.03544"
"798","GO:0090132","epithelium migration",304,12,6.66,"0.03566"
"799","GO:0001700","embryonic development via the syncytial blastoderm",57,4,1.25,"0.03591"
"800","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",57,4,1.25,"0.03591"
"801","GO:0045214","sarcomere organization",57,4,1.25,"0.03591"
"802","GO:0046579","positive regulation of Ras protein signal transduction",57,4,1.25,"0.03591"
"803","GO:0002449","lymphocyte mediated immunity",374,14,8.19,"0.03600"
"804","GO:0040011","locomotion",1014,31,22.2,"0.03624"
"805","GO:0042742","defense response to bacterium",271,11,5.93,"0.03646"
"806","GO:0008207","C21-steroid hormone metabolic process",14,2,0.31,"0.03654"
"807","GO:0009856","pollination",14,2,0.31,"0.03654"
"808","GO:0019695","choline metabolic process",14,2,0.31,"0.03654"
"809","GO:0045161","neuronal ion channel clustering",14,2,0.31,"0.03654"
"810","GO:0045939","negative regulation of steroid metabolic process",14,2,0.31,"0.03654"
"811","GO:0046184","aldehyde biosynthetic process",14,2,0.31,"0.03654"
"812","GO:0048868","pollen tube development",14,2,0.31,"0.03654"
"813","GO:0051954","positive regulation of amine transport",14,2,0.31,"0.03654"
"814","GO:0060099","regulation of phagocytosis, engulfment",14,2,0.31,"0.03654"
"815","GO:0060100","positive regulation of phagocytosis, engulfment",14,2,0.31,"0.03654"
"816","GO:0060561","apoptotic process involved in morphogenesis",14,2,0.31,"0.03654"
"817","GO:0061438","renal system vasculature morphogenesis",14,2,0.31,"0.03654"
"818","GO:0061439","kidney vasculature morphogenesis",14,2,0.31,"0.03654"
"819","GO:0070417","cellular response to cold",14,2,0.31,"0.03654"
"820","GO:0071228","cellular response to tumor cell",14,2,0.31,"0.03654"
"821","GO:0071372","cellular response to follicle-stimulating hormone stimulus",14,2,0.31,"0.03654"
"822","GO:0072103","glomerulus vasculature morphogenesis",14,2,0.31,"0.03654"
"823","GO:0072104","glomerular capillary formation",14,2,0.31,"0.03654"
"824","GO:0098712","L-glutamate import across plasma membrane",14,2,0.31,"0.03654"
"825","GO:0099612","protein localization to axon",14,2,0.31,"0.03654"
"826","GO:1905153","regulation of membrane invagination",14,2,0.31,"0.03654"
"827","GO:1905155","positive regulation of membrane invagination",14,2,0.31,"0.03654"
"828","GO:0070663","regulation of leukocyte proliferation",84,5,1.84,"0.03695"
"829","GO:0006366","transcription by RNA polymerase II",1294,38,28.33,"0.03695"
"830","GO:0098662","inorganic cation transmembrane transport",447,16,9.79,"0.03710"
"831","GO:0050954","sensory perception of mechanical stimulus",174,8,3.81,"0.03768"
"832","GO:0001954","positive regulation of cell-matrix adhesion",34,3,0.74,"0.03770"
"833","GO:0010837","regulation of keratinocyte proliferation",34,3,0.74,"0.03770"
"834","GO:0015848","spermidine transport",34,3,0.74,"0.03770"
"835","GO:0030513","positive regulation of BMP signaling pathway",34,3,0.74,"0.03770"
"836","GO:0030858","positive regulation of epithelial cell differentiation",34,3,0.74,"0.03770"
"837","GO:0035222","wing disc pattern formation",34,3,0.74,"0.03770"
"838","GO:0042401","biogenic amine biosynthetic process",34,3,0.74,"0.03770"
"839","GO:0046622","positive regulation of organ growth",34,3,0.74,"0.03770"
"840","GO:0048665","neuron fate specification",34,3,0.74,"0.03770"
"841","GO:0001952","regulation of cell-matrix adhesion",85,5,1.86,"0.03858"
"842","GO:0048660","regulation of smooth muscle cell proliferation",85,5,1.86,"0.03858"
"843","GO:0044703","multi-organism reproductive process",175,8,3.83,"0.03877"
"844","GO:0032943","mononuclear cell proliferation",114,6,2.5,"0.03916"
"845","GO:0046651","lymphocyte proliferation",114,6,2.5,"0.03916"
"846","GO:0035150","regulation of tube size",309,12,6.76,"0.03960"
"847","GO:0010324","membrane invagination",59,4,1.29,"0.04001"
"848","GO:0055008","cardiac muscle tissue morphogenesis",59,4,1.29,"0.04001"
"849","GO:0003230","cardiac atrium development",35,3,0.77,"0.04059"
"850","GO:0009309","amine biosynthetic process",35,3,0.77,"0.04059"
"851","GO:0045682","regulation of epidermis development",35,3,0.77,"0.04059"
"852","GO:0055010","ventricular cardiac muscle tissue morphogenesis",35,3,0.77,"0.04059"
"853","GO:1902047","polyamine transmembrane transport",35,3,0.77,"0.04059"
"854","GO:1902893","regulation of miRNA transcription",35,3,0.77,"0.04059"
"855","GO:2000047","regulation of cell-cell adhesion mediated by cadherin",35,3,0.77,"0.04059"
"856","GO:2000630","positive regulation of miRNA metabolic process",35,3,0.77,"0.04059"
"857","GO:0007159","leukocyte cell-cell adhesion",209,9,4.58,"0.04064"
"858","GO:1905475","regulation of protein localization to membrane",177,8,3.87,"0.04101"
"859","GO:0001711","endodermal cell fate commitment",15,2,0.33,"0.04156"
"860","GO:0001759","organ induction",15,2,0.33,"0.04156"
"861","GO:0003156","regulation of animal organ formation",15,2,0.33,"0.04156"
"862","GO:0006968","cellular defense response",15,2,0.33,"0.04156"
"863","GO:0046885","regulation of hormone biosynthetic process",15,2,0.33,"0.04156"
"864","GO:0048710","regulation of astrocyte differentiation",15,2,0.33,"0.04156"
"865","GO:0070528","protein kinase C signaling",15,2,0.33,"0.04156"
"866","GO:0071371","cellular response to gonadotropin stimulus",15,2,0.33,"0.04156"
"867","GO:0090183","regulation of kidney development",15,2,0.33,"0.04156"
"868","GO:0106014","regulation of inflammatory response to wounding",15,2,0.33,"0.04156"
"869","GO:1903027","regulation of opsonization",15,2,0.33,"0.04156"
"870","GO:0002920","regulation of humoral immune response",277,11,6.06,"0.04163"
"871","GO:0048659","smooth muscle cell proliferation",87,5,1.9,"0.04199"
"872","GO:0051057","positive regulation of small GTPase mediated signal transduction",60,4,1.31,"0.04216"
"873","GO:0098655","monoatomic cation transmembrane transport",455,16,9.96,"0.04246"
"874","GO:0003018","vascular process in circulatory system",348,13,7.62,"0.04293"
"875","GO:0071692","protein localization to extracellular region",348,13,7.62,"0.04293"
"876","GO:0010720","positive regulation of cell development",313,12,6.85,"0.04297"
"877","GO:0030177","positive regulation of Wnt signaling pathway",117,6,2.56,"0.04355"
"878","GO:0003208","cardiac ventricle morphogenesis",36,3,0.79,"0.04358"
"879","GO:0014015","positive regulation of gliogenesis",36,3,0.79,"0.04358"
"880","GO:0046716","muscle cell cellular homeostasis",36,3,0.79,"0.04358"
"881","GO:0090177","establishment of planar polarity involved in neural tube closure",36,3,0.79,"0.04358"
"882","GO:0050829","defense response to Gram-negative bacterium",88,5,1.93,"0.04375"
"883","GO:0098869","cellular oxidant detoxification",88,5,1.93,"0.04375"
"884","GO:0043502","regulation of muscle adaptation",61,4,1.34,"0.04437"
"885","GO:0045944","positive regulation of transcription by RNA polymerase II",682,22,14.93,"0.04441"
"886","GO:0007612","learning",149,7,3.26,"0.04553"
"887","GO:0003012","muscle system process",214,9,4.68,"0.04604"
"888","GO:0010975","regulation of neuron projection development",460,16,10.07,"0.04609"
"889","GO:0000768","syncytium formation by plasma membrane fusion",62,4,1.36,"0.04665"
"890","GO:0099402","plant organ development",62,4,1.36,"0.04665"
"891","GO:0140253","cell-cell fusion",62,4,1.36,"0.04665"
"892","GO:0001941","postsynaptic membrane organization",37,3,0.81,"0.04669"
"893","GO:0007298","border follicle cell migration",37,3,0.81,"0.04669"
"894","GO:0061614","miRNA transcription",37,3,0.81,"0.04669"
"895","GO:0021846","cell proliferation in forebrain",16,2,0.35,"0.04683"
"896","GO:0032354","response to follicle-stimulating hormone",16,2,0.35,"0.04683"
"897","GO:0072102","glomerulus morphogenesis",16,2,0.35,"0.04683"
"898","GO:0097084","vascular associated smooth muscle cell development",16,2,0.35,"0.04683"
"899","GO:0110110","positive regulation of animal organ morphogenesis",16,2,0.35,"0.04683"
"900","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand",16,2,0.35,"0.04683"
"901","GO:0002712","regulation of B cell mediated immunity",283,11,6.2,"0.04730"
"902","GO:0002889","regulation of immunoglobulin mediated immune response",283,11,6.2,"0.04730"
"903","GO:0048707","instar larval or pupal morphogenesis",120,6,2.63,"0.04824"
"904","GO:0070661","leukocyte proliferation",120,6,2.63,"0.04824"
"905","GO:0048771","tissue remodeling",151,7,3.31,"0.04831"
"906","GO:0001709","cell fate determination",63,4,1.38,"0.04899"
"907","GO:0003281","ventricular septum development",63,4,1.38,"0.04899"
"908","GO:0006949","syncytium formation",63,4,1.38,"0.04899"
"909","GO:0008582","regulation of synaptic assembly at neuromuscular junction",63,4,1.38,"0.04899"
"910","GO:0035904","aorta development",63,4,1.38,"0.04899"
"911","GO:0043113","receptor clustering",63,4,1.38,"0.04899"
"912","GO:0098773","skin epidermis development",63,4,1.38,"0.04899"
"913","GO:0042981","regulation of apoptotic process",884,27,19.35,"0.04929"
"914","GO:0043269","regulation of monoatomic ion transport",184,8,4.03,"0.04953"
"915","GO:0010737","protein kinase A signaling",121,6,2.65,"0.04986"
"916","GO:0003229","ventricular cardiac muscle tissue development",38,3,0.83,"0.04989"
"917","GO:0042249","establishment of planar polarity of embryonic epithelium",38,3,0.83,"0.04989"
"918","GO:0048668","collateral sprouting",38,3,0.83,"0.04989"
"919","GO:0061384","heart trabecula morphogenesis",38,3,0.83,"0.04989"
"920","GO:0048585","negative regulation of response to stimulus",1408,40,30.82,"0.05064"
"921","GO:0055006","cardiac cell development",92,5,2.01,"0.05126"
"922","GO:0060042","retina morphogenesis in camera-type eye",92,5,2.01,"0.05126"
"923","GO:0008544","epidermis development",430,15,9.41,"0.05131"
"924","GO:0006821","chloride transport",64,4,1.4,"0.05139"
"925","GO:0060349","bone morphogenesis",64,4,1.4,"0.05139"
"926","GO:0007552","metamorphosis",122,6,2.67,"0.05153"
"927","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",17,2,0.37,"0.05232"
"928","GO:0009826","unidimensional cell growth",17,2,0.37,"0.05232"
"929","GO:0010566","regulation of ketone biosynthetic process",17,2,0.37,"0.05232"
"930","GO:0010839","negative regulation of keratinocyte proliferation",17,2,0.37,"0.05232"
"931","GO:0021522","spinal cord motor neuron differentiation",17,2,0.37,"0.05232"
"932","GO:0040025","vulval development",17,2,0.37,"0.05232"
"933","GO:0060347","heart trabecula formation",17,2,0.37,"0.05232"
"934","GO:0090594","inflammatory response to wounding",17,2,0.37,"0.05232"
"935","GO:0010543","regulation of platelet activation",220,9,4.82,"0.05312"
"936","GO:0007631","feeding behavior",39,3,0.85,"0.05321"
"937","GO:0010182","sugar mediated signaling pathway",39,3,0.85,"0.05321"
"938","GO:0021536","diencephalon development",39,3,0.85,"0.05321"
"939","GO:0042051","compound eye photoreceptor development",39,3,0.85,"0.05321"
"940","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus",39,3,0.85,"0.05321"
"941","GO:1903670","regulation of sprouting angiogenesis",39,3,0.85,"0.05321"
"942","GO:2001257","regulation of cation channel activity",39,3,0.85,"0.05321"
"943","GO:0031623","receptor internalization",93,5,2.04,"0.05325"
"944","GO:0010717","regulation of epithelial to mesenchymal transition",65,4,1.42,"0.05386"
"945","GO:0043523","regulation of neuron apoptotic process",155,7,3.39,"0.05419"
"946","GO:0007424","open tracheal system development",94,5,2.06,"0.05529"
"947","GO:0030168","platelet activation",256,10,5.6,"0.05541"
"948","GO:0040012","regulation of locomotion",856,26,18.74,"0.05602"
"949","GO:0001751","compound eye photoreceptor cell differentiation",66,4,1.44,"0.05639"
"950","GO:0007435","salivary gland morphogenesis",40,3,0.88,"0.05663"
"951","GO:0009756","carbohydrate mediated signaling",40,3,0.88,"0.05663"
"952","GO:0015846","polyamine transport",40,3,0.88,"0.05663"
"953","GO:0033690","positive regulation of osteoblast proliferation",40,3,0.88,"0.05663"
"954","GO:0072132","mesenchyme morphogenesis",40,3,0.88,"0.05663"
"955","GO:0099054","presynapse assembly",40,3,0.88,"0.05663"
"956","GO:0003017","lymph circulation",223,9,4.88,"0.05691"
"957","GO:0048593","camera-type eye morphogenesis",157,7,3.44,"0.05729"
"958","GO:0001745","compound eye morphogenesis",95,5,2.08,"0.05736"
"959","GO:0002213","defense response to insect",18,2,0.39,"0.05803"
"960","GO:0007521","muscle cell fate determination",18,2,0.39,"0.05803"
"961","GO:0008078","mesodermal cell migration",18,2,0.39,"0.05803"
"962","GO:0009555","pollen development",18,2,0.39,"0.05803"
"963","GO:0014019","neuroblast development",18,2,0.39,"0.05803"
"964","GO:0016348","imaginal disc-derived leg joint morphogenesis",18,2,0.39,"0.05803"
"965","GO:0021884","forebrain neuron development",18,2,0.39,"0.05803"
"966","GO:0030713","follicle cell of egg chamber stalk formation",18,2,0.39,"0.05803"
"967","GO:0035116","embryonic hindlimb morphogenesis",18,2,0.39,"0.05803"
"968","GO:0035285","appendage segmentation",18,2,0.39,"0.05803"
"969","GO:0035633","maintenance of blood-brain barrier",18,2,0.39,"0.05803"
"970","GO:0036011","imaginal disc-derived leg segmentation",18,2,0.39,"0.05803"
"971","GO:0038095","Fc-epsilon receptor signaling pathway",18,2,0.39,"0.05803"
"972","GO:0042684","cardioblast cell fate commitment",18,2,0.39,"0.05803"
"973","GO:0042685","cardioblast cell fate specification",18,2,0.39,"0.05803"
"974","GO:0042686","regulation of cardioblast cell fate specification",18,2,0.39,"0.05803"
"975","GO:0045124","regulation of bone resorption",18,2,0.39,"0.05803"
"976","GO:0045887","positive regulation of synaptic assembly at neuromuscular junction",18,2,0.39,"0.05803"
"977","GO:0048052","R1/R6 cell differentiation",18,2,0.39,"0.05803"
"978","GO:0048596","embryonic camera-type eye morphogenesis",18,2,0.39,"0.05803"
"979","GO:0050907","detection of chemical stimulus involved in sensory perception",18,2,0.39,"0.05803"
"980","GO:0060288","formation of a compartment boundary",18,2,0.39,"0.05803"
